time,IOT_Sensor_Reading,Error_Present,Sensor_2,Sensor_Value
09-09-2017 02:00,-0.72134846,-1.628335452,0.328189488,-0.572773615
09-09-2017 03:00,-0.452330718,-1.628335452,0.328189488,-0.526625978
09-09-2017 04:00,-0.871331804,-1.628335452,0.328189488,-0.477763774
09-09-2017 05:00,-0.738013276,-1.628335452,0.328189488,-0.162874014
09-09-2017 06:00,-0.380910078,-1.628335452,0.328189488,-0.55105708
09-09-2017 07:00,-0.433285214,-1.628335452,0.328189488,-0.548342513
09-09-2017 08:00,-0.665005511,-1.628335452,0.328189488,-0.545627946
09-09-2017 09:00,-0.681670327,-1.628335452,0.328189488,-0.716645661
09-09-2017 10:00,-0.532480547,-1.628335452,0.328189488,-0.757364164
09-09-2017 11:00,-0.57215868,-1.628335452,0.328189488,-0.703072827
09-09-2017 12:00,-0.396781331,-1.628335452,0.328189488,-0.689499992
09-09-2017 13:00,-0.373768014,-1.628335452,0.328189488,-0.692214559
09-09-2017 14:00,0.129350714,-1.628335452,0.328189488,-0.290458658
09-09-2017 15:00,-0.123795775,-1.628335452,0.328189488,-0.057005905
09-09-2017 16:00,-0.146809093,-1.628335452,0.328189488,-0.016287401
09-09-2017 17:00,0.085704768,-1.628335452,0.328189488,-0.010858268
09-09-2017 18:00,0.016664816,-1.628335452,0.328189488,-0.027145669
09-09-2017 19:00,0.191248602,-1.628335452,0.328189488,-0.067864172
09-09-2017 20:00,0.096814645,-1.628335452,0.328189488,0.048862204
09-09-2017 21:00,0.063485013,-1.628335452,0.328189488,0.046147637
09-09-2017 22:00,0.046820197,-1.628335452,0.328189488,0
09-09-2017 23:00,0.046026634,-1.628335452,0.328189488,-0.008143701
10-09-2017 00:00,0.192835727,0.920363516,0.853292668,-0.008143701
10-09-2017 01:00,0.273779119,0.920363516,0.853292668,0.010858268
10-09-2017 02:00,0.121415087,0.920363516,0.853292668,0.097724408
10-09-2017 03:00,0.023013317,0.920363516,0.853292668,0.002714567
10-09-2017 04:00,0.030155381,0.920363516,0.853292668,-0.12215551
10-09-2017 05:00,-0.357103198,0.920363516,0.853292668,-0.502194876
10-09-2017 06:00,-0.517402856,0.920363516,0.853292668,-0.640637788
10-09-2017 07:00,-0.657863447,0.920363516,0.853292668,-0.751935031
10-09-2017 08:00,-0.445188654,0.920363516,0.853292668,-0.868661407
10-09-2017 09:00,-0.562635928,0.920363516,0.853292668,-0.792653534
10-09-2017 10:00,-0.743568215,0.920363516,0.853292668,-0.646066922
10-09-2017 11:00,-0.738806839,0.920363516,0.853292668,-0.352893697
10-09-2017 12:00,-0.726109836,0.920363516,0.853292668,-0.385468499
10-09-2017 13:00,-0.576126493,0.920363516,0.853292668,-0.342035429
10-09-2017 14:00,-0.447569342,0.920363516,0.853292668,-0.27145669
10-09-2017 15:00,-0.399162019,0.920363516,0.853292668,-0.287744091
10-09-2017 16:00,-0.303140937,0.920363516,0.853292668,-0.282314957
10-09-2017 17:00,-0.09522752,0.920363516,0.853292668,-0.086866141
10-09-2017 18:00,0.004761376,0.920363516,0.853292668,-0.116726377
10-09-2017 19:00,-0.159506095,0.920363516,0.853292668,0.103153542
10-09-2017 20:00,-0.191248602,0.920363516,0.853292668,-0.070578739
10-09-2017 21:00,-0.282508308,0.920363516,0.853292668,-0.130299211
10-09-2017 22:00,-0.448362904,0.920363516,0.853292668,-0.07872244
10-09-2017 23:00,-0.468201971,0.920363516,0.853292668,-0.092295275
11-09-2017 00:00,-0.460266344,-0.707971936,-0.393827385,-0.160159447
11-09-2017 01:00,-0.326154254,-0.707971936,-0.393827385,-0.184590549
11-09-2017 02:00,-0.185693663,-0.707971936,-0.393827385,-0.013572834
11-09-2017 03:00,-0.22061042,-0.707971936,-0.393827385,0.062435039
11-09-2017 04:00,-0.206326292,-0.707971936,-0.393827385,0.141157479
11-09-2017 05:00,-0.08332408,-0.707971936,-0.393827385,0.138442912
11-09-2017 06:00,-0.082530517,-0.707971936,-0.393827385,0.103153542
11-09-2017 07:00,0.05078801,-0.707971936,-0.393827385,0.247025588
11-09-2017 08:00,-0.105543834,-0.707971936,-0.393827385,0.369181098
11-09-2017 09:00,0.02380688,-0.707971936,-0.393827385,0.461476373
11-09-2017 10:00,0.231720298,-0.707971936,-0.393827385,0.420757869
11-09-2017 11:00,0.221403983,-0.707971936,-0.393827385,0.741076763
11-09-2017 12:00,0.113479461,-0.707971936,-0.393827385,0.184590549
11-09-2017 13:00,0.156331845,-0.707971936,-0.393827385,0.070578739
11-09-2017 14:00,0.077769141,-0.707971936,-0.393827385,-0.002714567
11-09-2017 15:00,0.109511647,-0.707971936,-0.393827385,0.187305116
11-09-2017 16:00,0.015077691,-0.707971936,-0.393827385,0.138442912
11-09-2017 17:00,-0.218229732,-0.707971936,-0.393827385,-0.048862204
11-09-2017 18:00,-0.203152042,-0.707971936,-0.393827385,-0.12215551
11-09-2017 19:00,-0.151570469,-0.707971936,-0.393827385,-0.285029524
11-09-2017 20:00,-0.073007765,-0.707971936,-0.393827385,-0.233452753
11-09-2017 21:00,0.020632629,-0.707971936,-0.393827385,-0.179161415
11-09-2017 22:00,0.115066586,-0.707971936,-0.393827385,-0.230738186
11-09-2017 23:00,0.477724723,-0.707971936,-0.393827385,-0.209021651
12-09-2017 00:00,1.076070971,0,-0.328189488,-0.130299211
12-09-2017 01:00,0.826098732,0,-0.328189488,-0.127584644
12-09-2017 02:00,0.795943351,0,-0.328189488,-0.287744091
12-09-2017 03:00,0.817369543,0,-0.328189488,-0.309460626
12-09-2017 04:00,0.964178635,0,-0.328189488,-0.298602359
12-09-2017 05:00,1.023695835,0,-0.328189488,-0.086866141
12-09-2017 06:00,0.930055441,0,-0.328189488,0.038003937
12-09-2017 07:00,0.935610379,0,-0.328189488,0.051576771
12-09-2017 08:00,0.96259151,0,-0.328189488,0.048862204
12-09-2017 09:00,0.785627036,0,-0.328189488,0.048862204
12-09-2017 10:00,0.823718044,0,-0.328189488,0.084151574
12-09-2017 11:00,0.968940011,0,-0.328189488,-0.553771647
12-09-2017 12:00,1.00147608,0,-0.328189488,-0.03528937
12-09-2017 13:00,0.726109836,0,-0.328189488,0.024431102
12-09-2017 14:00,0.764994407,0,-0.328189488,0.021716535
12-09-2017 15:00,0.669766887,0,-0.328189488,-0.133013778
12-09-2017 16:00,0.675321826,0,-0.328189488,-0.103153542
12-09-2017 17:00,0.725316274,0,-0.328189488,-0.086866141
12-09-2017 18:00,0.666592637,0,-0.328189488,-0.046147637
12-09-2017 19:00,0.628501629,0,-0.328189488,-0.15744488
12-09-2017 20:00,0.574539368,0,-0.328189488,-0.076007873
12-09-2017 21:00,0.661831261,0,-0.328189488,0.010858268
12-09-2017 22:00,0.583268557,0,-0.328189488,-0.040718503
12-09-2017 23:00,0.191248602,0,-0.328189488,-0.086866141
13-09-2017 00:00,-0.342025508,3.256670904,2.625515902,-0.138442912
13-09-2017 01:00,-0.430904526,3.256670904,2.625515902,-0.195448817
13-09-2017 02:00,-0.573745805,3.256670904,2.625515902,-0.230738186
13-09-2017 03:00,-0.776897847,3.256670904,2.625515902,-0.407185035
13-09-2017 04:00,-0.928468315,3.256670904,2.625515902,-0.456047239
13-09-2017 05:00,-0.822130919,3.256670904,2.625515902,-0.670498024
13-09-2017 06:00,-0.671354013,3.256670904,2.625515902,-0.670498024
13-09-2017 07:00,-0.688018829,3.256670904,2.625515902,-0.670498024
13-09-2017 08:00,-0.801498289,3.256670904,2.625515902,-0.450618105
13-09-2017 09:00,-0.623740253,3.256670904,2.625515902,-0.50762401
13-09-2017 10:00,-0.813401729,3.256670904,2.625515902,-0.686785425
13-09-2017 11:00,-1.040360651,3.256670904,2.625515902,-0.931096446
13-09-2017 12:00,-0.991953328,3.256670904,2.625515902,-1.077683058
13-09-2017 13:00,-0.84038286,3.256670904,2.625515902,-0.776366133
13-09-2017 14:00,-0.861809052,3.256670904,2.625515902,-0.811655502
13-09-2017 15:00,-0.705477207,3.256670904,2.625515902,-0.863232273
13-09-2017 16:00,-0.444395091,3.256670904,2.625515902,-0.673212591
13-09-2017 17:00,-0.376148702,3.256670904,2.625515902,-0.605348418
13-09-2017 18:00,-0.388845705,3.256670904,2.625515902,-0.632494087
13-09-2017 19:00,-0.365038825,3.256670904,2.625515902,-0.608062985
13-09-2017 20:00,-0.128557151,3.256670904,2.625515902,-0.670498024
13-09-2017 21:00,-0.161093221,3.256670904,2.625515902,-0.746505897
13-09-2017 22:00,-0.067452826,3.256670904,2.625515902,-0.681356291
13-09-2017 23:00,-0.066659264,3.256670904,2.625515902,-0.646066922
14-09-2017 00:00,-0.221403983,-0.070797194,-3.019343288,-0.608062985
14-09-2017 01:00,-0.130937839,-0.070797194,-3.019343288,-0.537484246
14-09-2017 02:00,0.015871253,-0.070797194,-3.019343288,-0.499480309
14-09-2017 03:00,0.115066586,-0.070797194,-3.019343288,-0.323033461
14-09-2017 04:00,0.115066586,-0.070797194,-3.019343288,-0.295887792
14-09-2017 05:00,0.163473909,-0.070797194,-3.019343288,-0.225309053
14-09-2017 06:00,0.11030521,-0.070797194,-3.019343288,-0.225309053
14-09-2017 07:00,0.299173124,-0.070797194,-3.019343288,-0.222594486
14-09-2017 08:00,0.403129833,-0.070797194,-3.019343288,-0.437045271
14-09-2017 09:00,0.279334057,-0.070797194,-3.019343288,-0.399041334
14-09-2017 10:00,0.257907865,-0.070797194,-3.019343288,-0.244311021
14-09-2017 11:00,0.303140937,-0.070797194,-3.019343288,-0.062435039
14-09-2017 12:00,0.053168698,-0.070797194,-3.019343288,-0.287744091
14-09-2017 13:00,-0.080149829,-0.070797194,-3.019343288,-0.754649598
14-09-2017 14:00,-0.068246389,-0.070797194,-3.019343288,-0.684070858
14-09-2017 15:00,-0.203945604,-0.070797194,-3.019343288,-0.637923221
